call_id,duration,num_questions_asked,qa_mismatch,wrong_number_flag,medical_advice_flag,transcript,has_ticket
6631f44c-1d6e-4461-9cca-7b08cb691495,272,2,0,0,0,"Have a great day, thank you for being a customer. I have processed your request, is there anything else?",0
d7947463-4fb8-4a58-8880-c400ef6c3be2,283,2,0,0,0,"Have a great day, thank you for being a customer.",0
777c47f0-35e3-47d7-9a12-08ba907467ba,410,5,0,0,0,Let me check the status of your order.,0
9f3a152c-dcef-4fbf-b205-4e5c8589768c,302,3,0,0,0,Let me check the status of your order.,0
4575dd85-0a27-434b-b2ec-5ec8565ae15a,426,2,0,0,0,"I have processed your request, is there anything else? Thank you for calling support, how can I help you? Let me check the status of your order.",0
86b2ace5-7e96-43ca-85ad-5f5e1f1ac591,366,2,0,0,0,"Could you please verify your account number? Thank you for calling support, how can I help you? Have a great day, thank you for being a customer.",0
dc709f72-48e5-481e-8a45-2c124b125844,408,5,0,0,0,"I have processed your request, is there anything else?",0
1622129c-4fee-4754-b4f0-d8161e8dd295,537,5,0,0,0,"Thank you for calling support, how can I help you? Let me check the status of your order. I have processed your request, is there anything else?",0
eabd7548-03c4-45f1-a8f6-579fcabb214b,265,1,0,0,0,"Have a great day, thank you for being a customer.",0
85d7aded-28f6-4f13-a1e3-7fdefc3e7772,30,5,0,0,0,"I have processed your request, is there anything else?",0
c50f0d2b-ae1a-4da5-b814-8f03e7a86390,17,0,0,0,0,Could you please verify your account number?,1
ff98a016-8db9-4c53-92a9-7c73bc52325f,454,1,0,0,0,"I have processed your request, is there anything else? Could you please verify your account number? Have a great day, thank you for being a customer.",0
7537aeb5-3654-46fa-ad98-36143bb7eedb,414,3,1,0,0,"I have processed your request, is there anything else?",1
14c44f3a-da40-4df7-9f99-2186a5c6c829,476,2,0,0,0,Let me check the status of your order.,0
154dd99e-87dd-4c72-a9a0-d5f635de54c2,534,3,0,0,0,"Thank you for calling support, how can I help you? Could you please verify your account number?",0
fc285bb5-59ca-4e2f-a1ee-35430458780e,345,5,0,0,0,"I have processed your request, is there anything else?",0
0bcf4a23-c7db-4d98-ac68-5e863ed9028b,337,3,0,0,0,"Thank you for calling support, how can I help you?",0
a11b5726-1d6a-43c7-8110-7d6ea5965170,361,2,0,0,0,Let me check the status of your order.,0
69c8461f-c84c-4730-965d-932f7daf4816,402,5,0,0,0,"Thank you for calling support, how can I help you? I have processed your request, is there anything else?",0
6714bfa6-58a9-4fc3-a2e4-09b3eba883bb,585,2,0,0,0,"Thank you for calling support, how can I help you? Let me check the status of your order.",0
c9ed17ff-ef86-4dcb-8f51-7ffcffb2eb74,637,4,0,0,0,"Have a great day, thank you for being a customer.",0
961af35f-8ccd-48c9-81a6-3864b4d9cc32,449,5,0,0,0,"Let me check the status of your order. Thank you for calling support, how can I help you?",0
ff57b4ab-2f8e-4660-9992-b3b275489c7b,236,5,0,0,0,"Let me check the status of your order. Have a great day, thank you for being a customer.",0
849c7a72-639d-4b32-8796-5b2bf9014db0,446,3,0,0,0,"Thank you for calling support, how can I help you?",0
80a98003-f8ed-49ae-87ea-4b3ca679a2ed,699,4,0,0,0,Could you please verify your account number? Let me check the status of your order.,0
3cd12275-2f4e-4a91-aa3f-847d968b1864,577,5,0,0,0,"Could you please verify your account number? Let me check the status of your order. Thank you for calling support, how can I help you?",0
e9f35592-60a3-46ef-b73c-65688f0c5fe9,480,2,0,0,0,"Have a great day, thank you for being a customer.",0
54c89e97-8dd3-4d75-a781-5b0069f1b864,594,3,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer.",0
752f5756-04c3-4582-936c-ba1d5c36587c,168,1,0,0,0,"Have a great day, thank you for being a customer. I have processed your request, is there anything else? Could you please verify your account number?",0
2c246658-903c-40f8-b857-e201cf568291,400,2,0,0,0,Let me check the status of your order.,0
2cb59797-e76d-420e-af21-bdf254c35999,386,3,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer.",0
3ed70d90-f68e-4a2a-b7a4-af25ad2662dd,724,5,0,0,0,Could you please verify your account number?,0
e7cbc58c-1c72-460a-ab74-a0cacfa2402a,595,5,0,0,0,"Let me check the status of your order. Thank you for calling support, how can I help you?",0
f0ccaedd-460b-4710-99a3-8d1b4aeb966a,228,3,0,0,0,"I have processed your request, is there anything else?",0
1d568992-638a-4404-9556-bef38137594f,502,1,0,0,0,"Could you please verify your account number? I have processed your request, is there anything else?",0
90aa7f3d-c46b-47dc-b5ef-84f12cd19723,387,2,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer. Could you please verify your account number?",0
33fe088f-10f0-4590-9441-9b6ad2e2b74c,549,5,0,0,0,"Thank you for calling support, how can I help you? Have a great day, thank you for being a customer.",0
5352a91a-22f1-48b8-b893-eabfe7f249a2,335,3,0,0,0,"Let me check the status of your order. Have a great day, thank you for being a customer.",0
1db2084f-ec6a-45d5-89e4-6acf2a0ae9b3,577,5,0,0,0,"Thank you for calling support, how can I help you? Could you please verify your account number? Have a great day, thank you for being a customer.",0
cf73812c-e784-40cd-a97c-f3cf30b236d0,651,4,0,0,0,"Could you please verify your account number? Let me check the status of your order. Thank you for calling support, how can I help you?",0
0dde95cf-68a1-4bb2-9342-11b86ae24030,312,4,0,0,0,"Have a great day, thank you for being a customer.",0
9e17e571-9fe3-4b5c-a53d-bc3719abc4e6,223,3,0,0,0,"Could you please verify your account number? Let me check the status of your order. I have processed your request, is there anything else?",0
36ec981b-38f5-4464-a439-f8004bbca9be,713,3,0,0,0,Let me check the status of your order.,0
a3eb5689-5adc-441a-b46d-6c425eb45adf,337,1,0,0,0,"Thank you for calling support, how can I help you? Could you please verify your account number?",0
9244856d-5c66-41a9-ac76-e97c40a72e3b,448,3,0,0,0,"Could you please verify your account number? Let me check the status of your order. I have processed your request, is there anything else?",0
af3414d8-0466-412a-9580-320c1d46b23b,241,3,0,0,0,"I have processed your request, is there anything else? Could you please verify your account number? Have a great day, thank you for being a customer.",0
8db70920-dcbc-40bb-b5ec-633cb8f557fa,486,1,0,1,0,"Sorry, I think I dialed the wrong number. Have a great day, thank you for being a customer.",1
6698c9a5-60c8-4233-9761-e4f954bdf62f,988,1,0,0,0,"I have processed your request, is there anything else? Thank you for calling support, how can I help you? Have a great day, thank you for being a customer.",0
a3360f7f-634a-4d8f-8d2e-21bc3e991562,611,4,0,0,0,"Have a great day, thank you for being a customer. Thank you for calling support, how can I help you? Could you please verify your account number?",0
6cec096d-4ba9-4d6b-b0f9-41300ade4aaf,429,1,0,0,0,"Could you please verify your account number? Let me check the status of your order. Have a great day, thank you for being a customer.",0
f37de4aa-fb2e-461a-857c-4e7074608594,386,4,0,0,0,"Thank you for calling support, how can I help you?",0
a0becfb8-63af-470f-872c-7ce64f1b139b,526,4,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer.",0
6978d0f3-2675-497d-ba07-4507174e6b1f,124,5,0,0,0,"I have processed your request, is there anything else?",0
c0fed4f4-b5e5-4c8e-b117-31010df74e04,144,5,0,0,0,Could you please verify your account number?,0
b1a74a20-009f-4125-a818-104994166bbd,842,2,0,0,0,"I have processed your request, is there anything else?",0
6f273acf-ea59-4c80-bbce-0f451b0c3d59,344,3,0,0,0,"I have processed your request, is there anything else? Thank you for calling support, how can I help you? Could you please verify your account number?",0
a1fc662c-6a45-4962-ae82-cf95dfc258fd,587,4,0,0,0,"Have a great day, thank you for being a customer. Let me check the status of your order.",0
1fe7fcac-6625-4fbc-8910-bc859e14fb55,41,1,0,0,0,"Have a great day, thank you for being a customer. Thank you for calling support, how can I help you? Let me check the status of your order.",0
40c3c2f8-be53-42bc-adff-1da8dfab82de,259,5,0,0,0,"Have a great day, thank you for being a customer. Could you please verify your account number? Let me check the status of your order.",0
b5181bb7-0b06-4336-beb8-7254fac99fec,250,1,0,0,0,Let me check the status of your order.,0
b2af35cf-529c-43b9-8f4b-198eb3550763,224,2,0,0,0,"I have processed your request, is there anything else?",0
41f8ddc3-1301-4d94-93a9-4e372505061b,307,5,0,0,0,"I have processed your request, is there anything else? Thank you for calling support, how can I help you?",0
cb6af73f-0850-4adb-a37c-7346dd5d8e30,372,2,0,0,0,"Could you please verify your account number? Have a great day, thank you for being a customer. I have processed your request, is there anything else?",0
030f48e4-259e-4e9d-b8f8-f9b87607d9a6,412,2,0,0,1,"Could you please verify your account number? Have a great day, thank you for being a customer. Based on your symptoms, it sounds like diabetes. Thank you for calling support, how can I help you?",1
23da1adb-c1e9-4fbe-9e66-13163500623e,172,5,0,0,0,"Let me check the status of your order. Could you please verify your account number? I have processed your request, is there anything else?",0
9aa0d7d5-c808-4bd8-8462-0701e51f61b0,477,4,0,0,0,"I have processed your request, is there anything else? Let me check the status of your order.",0
0ef9d3ab-a288-4501-a494-009288079954,30,2,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer.",0
e251e47d-7f03-4f14-9e17-7cd57b76579d,226,5,0,0,0,"I have processed your request, is there anything else? Thank you for calling support, how can I help you? Have a great day, thank you for being a customer.",0
5ca3d846-bfd2-456f-ac10-80bbcc2d8bca,578,1,0,0,0,Let me check the status of your order. Could you please verify your account number?,0
7764011f-f5f6-426e-9b53-41e592d0921a,500,3,0,0,0,"Thank you for calling support, how can I help you?",0
5e863a17-7f3e-4349-8896-12b5b5045c0d,321,2,0,0,0,"Thank you for calling support, how can I help you?",0
f9808dd8-330c-4a7e-b906-611f798a6fe6,418,2,0,0,0,Let me check the status of your order.,0
153fe00c-c25f-475f-a252-cbe0f4537fca,367,3,0,0,0,"Thank you for calling support, how can I help you?",0
d5d0826b-3d8f-4764-a5ef-1e2df391e2ea,281,2,0,0,0,"Let me check the status of your order. Have a great day, thank you for being a customer. Thank you for calling support, how can I help you?",0
8acffd84-ce6f-4131-959d-5873693722d7,575,1,0,0,0,"Have a great day, thank you for being a customer. Thank you for calling support, how can I help you?",0
c5355999-8b60-4ffe-b770-364a94d7efbd,315,5,0,0,0,"Have a great day, thank you for being a customer. Thank you for calling support, how can I help you? Let me check the status of your order.",0
3fb2a22a-eab0-4f1a-aebb-45c93e7c4610,256,2,0,0,0,"Have a great day, thank you for being a customer. Let me check the status of your order.",0
2b7332df-ffd4-48c5-8ae4-7b1ce2790182,627,2,0,0,0,"Have a great day, thank you for being a customer.",0
d3142ca7-17de-4308-9faa-c3df5ca99b8a,279,3,0,0,0,"Have a great day, thank you for being a customer. Let me check the status of your order. Could you please verify your account number?",0
5b9cc104-e8f8-412c-b4b5-94742e648318,454,1,0,0,0,Could you please verify your account number?,0
75db4880-2029-453a-88b7-1acadb2e509f,692,2,0,0,0,Let me check the status of your order.,0
b1d882dc-05a2-4ff6-8408-8bd175f47828,231,2,0,0,0,"I have processed your request, is there anything else?",0
dc5b8a4a-cd7e-4dd9-8048-8eee199b1bc8,316,3,0,0,0,"Have a great day, thank you for being a customer.",0
8a23f318-f19f-410a-9d25-38d88081b43c,262,4,0,0,1,"I recommend taking ibuprofen for the pain. Have a great day, thank you for being a customer. Thank you for calling support, how can I help you? I have processed your request, is there anything else?",1
0e7530cc-cbe8-4a10-8147-114b90edf1cc,585,3,0,0,0,"Have a great day, thank you for being a customer. Could you please verify your account number? Let me check the status of your order.",0
f1373f00-01e7-4152-b8b1-3f42545b2405,358,1,0,0,0,"I have processed your request, is there anything else? Could you please verify your account number? Thank you for calling support, how can I help you?",0
d85fe779-4cb2-46d3-afc7-849ce3b1ac3a,467,4,0,0,0,"I have processed your request, is there anything else? You guys are completely useless. Thank you for calling support, how can I help you?",1
63199b93-2ae8-4817-9737-91504b375066,488,5,0,0,0,"I have processed your request, is there anything else? Let me check the status of your order.",0
fd4c6b9e-b48a-4a7d-9a14-2af19ab95246,431,3,0,0,0,"Thank you for calling support, how can I help you? I have processed your request, is there anything else? Could you please verify your account number?",0
1ff0d1ee-f103-4e69-96e0-c7315bacdf46,30,5,0,1,0,"Sorry, I think I dialed the wrong number. Could you please verify your account number? Have a great day, thank you for being a customer.",1
c12ee74a-86a3-49a4-b86c-9f9d3c1a1d2a,279,1,0,0,0,"Thank you for calling support, how can I help you?",0
c0337e4c-fc78-4677-90a8-3bf56160af21,462,1,0,0,0,"I have processed your request, is there anything else? Could you please verify your account number? Let me check the status of your order.",0
ba36321b-2dec-43fe-abe5-65b528cf2caf,266,2,0,0,0,"I have processed your request, is there anything else? Could you please verify your account number? Thank you for calling support, how can I help you?",0
8b4faa0f-9517-4648-862b-5bfb0f1e1253,470,4,0,0,0,Let me check the status of your order.,0
9f869470-6eea-4ba4-841b-e52680f4c5df,444,1,0,0,0,"Let me check the status of your order. Could you please verify your account number? Have a great day, thank you for being a customer.",0
1ce7eea4-1630-4bca-873f-99717a6e1cb0,481,2,1,0,0,Could you please verify your account number?,1
6ec89261-85ea-4da4-b514-893af28f26b9,356,3,0,0,0,"Have a great day, thank you for being a customer. Let me check the status of your order.",0
abc2d871-9a08-4d56-a7a6-9076af4b97cc,431,3,0,1,0,"Have a great day, thank you for being a customer. I have processed your request, is there anything else? Sorry, I think I dialed the wrong number.",1
5e13e548-067d-4700-b435-7aca0120a0e6,472,3,0,0,0,Could you please verify your account number?,0
a97c7249-ad30-4452-b393-561e38fef99d,414,2,0,0,1,"I have processed your request, is there anything else? Let me check the status of your order. Let me prescribe something for your fever. Have a great day, thank you for being a customer.",1
d7621b59-e672-41bb-85a8-7950ad8e9a8e,6,0,0,0,0,"I have processed your request, is there anything else?",1
24d02369-a13c-4e9a-b385-59feb42dc1b2,444,2,0,0,0,"Could you please verify your account number? I have processed your request, is there anything else? Let me check the status of your order.",0
6225b5dd-1be3-45ca-b936-cb03c392da97,502,5,0,0,0,"Thank you for calling support, how can I help you?",0
e3c05908-9d64-45fd-bbcf-e9d00e8f3b1d,582,2,0,0,1,"I have processed your request, is there anything else? You should stop taking that medication immediately. Could you please verify your account number?",1
acf0427f-83b3-41ff-9902-46baa88afa41,678,5,0,0,0,"I have processed your request, is there anything else?",0
a71491b9-5b89-4089-9cf1-8c1ddba7e4bd,578,5,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer. Could you please verify your account number?",0
a30cc54b-7d1a-44d3-8be2-17b8e0250b34,223,3,0,0,0,"Thank you for calling support, how can I help you? Let me check the status of your order. Could you please verify your account number?",0
eb1c3ec0-91d0-4ca6-95e1-292574c024d9,235,4,0,0,0,"Have a great day, thank you for being a customer. Thank you for calling support, how can I help you? I have processed your request, is there anything else?",0
45f3cdbf-e5ae-4b8c-b3a5-f2fe44beef5e,496,5,0,0,0,"Thank you for calling support, how can I help you? Let me check the status of your order. Could you please verify your account number?",0
02379d83-d1f5-46d8-84d3-310a6c87a86e,345,2,0,0,0,"Thank you for calling support, how can I help you? Let me check the status of your order.",0
c85616a3-e0d1-41be-917f-1fc121dfd982,513,2,0,0,0,"Thank you for calling support, how can I help you?",0
c8f5be83-4c95-4f35-a6aa-146dbe09e246,189,5,0,0,0,"Thank you for calling support, how can I help you? Could you please verify your account number?",0
dcf0e8aa-c25e-4f30-8217-6107cd062084,594,4,0,0,0,"Thank you for calling support, how can I help you? Let me check the status of your order. Have a great day, thank you for being a customer.",0
04458a24-b521-41c1-963d-3c1ded20bbf2,215,2,0,0,0,"I have processed your request, is there anything else?",0
09dea207-9a87-45a6-80f9-de45727168c6,397,2,0,0,0,"Thank you for calling support, how can I help you? Have a great day, thank you for being a customer.",0
36062d6c-50e7-4aae-ab5e-9937e2b91ced,685,5,0,0,0,Let me check the status of your order. Could you please verify your account number?,0
71748a75-fcc4-4215-9057-8997ed9a1080,475,1,0,0,0,"Have a great day, thank you for being a customer.",0
e8b37af8-b63d-402a-ac4a-01983f51125e,94,2,0,0,0,"Let me check the status of your order. Could you please verify your account number? Have a great day, thank you for being a customer.",0
b83c8fa1-f49a-4973-805e-db96a18cd676,411,1,0,0,0,"Have a great day, thank you for being a customer. Could you please verify your account number?",0
2620d25c-19f6-4d18-ba91-e0bd3d50e035,684,2,0,0,0,"Have a great day, thank you for being a customer.",0
c6e3216e-2e80-4d7c-9643-0abb77e70ea7,587,5,0,0,0,"Let me check the status of your order. Thank you for calling support, how can I help you?",0
ddef0cd0-7e71-436f-93af-72b2bf60a203,194,2,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer. Let me check the status of your order.",0
af4b1d3d-968b-4661-bf7b-d70d4b1beca7,656,1,0,0,0,"Have a great day, thank you for being a customer. Could you please verify your account number? I have processed your request, is there anything else?",0
301ad0ec-cbe2-49e0-a0d1-32c37a8f69b2,205,4,0,0,0,"I have processed your request, is there anything else? Could you please verify your account number?",0
bd2c65ba-d203-446f-bdf3-b31eb2453e2d,410,1,0,1,0,"Sorry, I think I dialed the wrong number. Could you please verify your account number? Thank you for calling support, how can I help you?",1
515ebc23-7d24-45f8-8368-f4bd23858a71,438,2,0,0,0,"I have processed your request, is there anything else?",0
28938771-789b-4e43-a391-e133ce229b6a,681,3,0,0,0,"I have processed your request, is there anything else? Have a great day, thank you for being a customer.",0
5c125264-3206-4da4-ad48-3448f24372dc,742,4,0,0,0,"I have processed your request, is there anything else? Let me check the status of your order.",0
99c21db3-5092-4770-90f1-a5e00b389c86,340,2,0,0,0,"Have a great day, thank you for being a customer.",0
bfc8dc19-33a5-4b4e-a4f4-d5d8088868cb,591,4,0,0,0,"Have a great day, thank you for being a customer. You guys are completely useless.",1
c08a1c38-9bc7-4782-af58-fdd1fbb0dd27,163,1,0,0,0,"I have processed your request, is there anything else? Let me check the status of your order.",0
05466d4f-ab53-4894-88ed-ce37a44342c9,461,2,0,0,0,"Have a great day, thank you for being a customer.",0
9debd605-e0cc-4174-ba85-c5699c5f5308,312,5,0,0,0,"I have processed your request, is there anything else?",0
